timeline,KM_estimate
0.0,0.9978759712879872
1.0,0.9958708881838463
2.0,0.99391920923018
3.0,0.9917684784429288
4.0,0.9897148461110853
5.0,0.9876102370901545
6.0,0.9854036746910443
7.0,0.9834155838166007
8.0,0.9813036924115124
9.0,0.9792087932361219
10.0,0.9772255572844483
11.0,0.9752714508693949
12.0,0.9732712226880249
13.0,0.9711277742849314
14.0,0.9690498673392355
15.0,0.967069058848947
16.0,0.9651440819705169
17.0,0.9632021128623901
18.0,0.9613378225185886
19.0,0.959422555485698
20.0,0.9575048609914238
21.0,0.9556114411110003
22.0,0.9536816093098003
23.0,0.9517323578175185
24.0,0.9498268006301687
25.0,0.9480863108170101
26.0,0.9464259272295625
27.0,0.9445470721174505
28.0,0.9427361859241221
29.0,0.9409252997307938
30.0,0.9391289783057772
31.0,0.9373860610312341
32.0,0.9357159675982455
33.0,0.933924501095999
34.0,0.9322592625857811
35.0,0.9305843142300207
36.0,0.9288972285673366
37.0,0.9272149978274226
38.0,0.9255910261607515
39.0,0.9239476348029991
40.0,0.9223746398254178
41.0,0.920767660388442
42.0,0.9192796265593399
43.0,0.9177551808094614
44.0,0.9162914215942107
45.0,0.9147596934601756
46.0,0.9132910793221558
47.0,0.9117472138811955
48.0,0.9101378069828362
49.0,0.9085623845438673
50.0,0.907020946564292
51.0,0.9056397210361375
52.0,0.9042026638961247
53.0,0.9027049202214823
54.0,0.9012969926180902
55.0,0.8999715987017937
56.0,0.8985612436370171
57.0,0.8972649792573429
58.0,0.8958594791153363
59.0,0.8944976732782626
60.0,0.8931625695164247
61.0,0.891909999441684
62.0,0.8905676132956912
63.0,0.8892786313001723
64.0,0.888074610453134
65.0,0.8868390326080889
66.0,0.8854990739234821
67.0,0.8841906722368816
68.0,0.8829186824710589
69.0,0.8817000968557086
70.0,0.880539770313604
71.0,0.8792362235497733
72.0,0.8780491949324312
73.0,0.8768597388537042
74.0,0.8755804667037258
75.0,0.8744589795437826
76.0,0.8733593395363068
77.0,0.8722694093743711
78.0,0.8711382123688864
79.0,0.8700944039732693
80.0,0.8688879556648453
81.0,0.8678587120375391
82.0,0.8668634528696242
83.0,0.8658075071670792
84.0,0.8647491340031515
85.0,0.8637757219877021
86.0,0.8627464783603959
87.0,0.8617852036518727
88.0,0.8607341128720996
89.0,0.8597000143220218
90.0,0.8587266023065744
91.0,0.8577386255228144
92.0,0.8567797782756764
93.0,0.8557335424186747
94.0,0.854847519013092
95.0,0.8539542132233535
96.0,0.8529176872118911
97.0,0.8519345653509016
98.0,0.8509781455651501
99.0,0.850016870856627
100.0,0.8491575495262809
101.0,0.8481841375108327
102.0,0.8473272436418718
103.0,0.8464557850046004
104.0,0.845564906676247
105.0,0.8447371423439087
106.0,0.8439724920075833
107.0,0.8431180256000075
108.0,0.8422854063448993
109.0,0.8414819166264119
110.0,0.8407609605950187
111.0,0.8400254397953165
112.0,0.839204957847133
113.0,0.8383674836692536
114.0,0.837520299645833
115.0,0.8367192373887308
116.0,0.8359618694365617
117.0,0.8351510973339195
118.0,0.8343815920748239
119.0,0.8335829572791074
120.0,0.8327649027923089
121.0,0.8320536566064579
122.0,0.8312914337315174
123.0,0.8305704777001265
124.0,0.8298470942073493
125.0,0.8290363221047061
126.0,0.8283177935346995
127.0,0.8275385784300632
128.0,0.8267518016862673
129.0,0.8260522021079411
130.0,0.8252794980727893
131.0,0.8245502679101981
132.0,0.8238742655200315
133.0,0.8232199008857716
134.0,0.8225555644625675
135.0,0.8218544667702058
136.0,0.8211360880599052
137.0,0.8205100067509967
138.0,0.8198544487776445
139.0,0.8191791678344762
140.0,0.8185524534007983
141.0,0.8178913861851843
142.0,0.8172252216926936
143.0,0.8166930770803619
144.0,0.8160728143670466
145.0,0.8153375190007747
146.0,0.8146850104656
147.0,0.8140615869118335
148.0,0.8134623683973627
149.0,0.8128360126743116
150.0,0.8122045677750611
151.0,0.8115532978755697
152.0,0.8109899539231367
153.0,0.810384772280234
154.0,0.8097867149998661
155.0,0.8091296136333601
156.0,0.8084919224019691
157.0,0.8079079859435272
158.0,0.8073680372927703
159.0,0.8067984031278317
160.0,0.8061966593540376
161.0,0.8055824049201767
162.0,0.8050268901795723
163.0,0.8044711752173994
164.0,0.803915285246694
165.0,0.8034108851809649
166.0,0.8028423417869543
167.0,0.8023006792648948
168.0,0.8017341871047955
169.0,0.801167487770659
170.0,0.8006523467749688
171.0,0.8001444312781968
172.0,0.7995845171432239
173.0,0.7990811449526416
174.0,0.7985282125347049
175.0,0.7980269238300222
176.0,0.7975032014457378
177.0,0.7969595071147065
178.0,0.7964922460358905
179.0,0.7959753660677427
180.0,0.7954410116259303
181.0,0.7949014896474597
182.0,0.7943320068006618
183.0,0.7938192772545665
184.0,0.7932468972008607
185.0,0.7927536060358737
186.0,0.7922030861425423
187.0,0.7917069250278799
188.0,0.7912031367985097
189.0,0.7907215072564413
190.0,0.7902248182127279
191.0,0.7897353795435545
192.0,0.7892407494349113
193.0,0.7887484110878002
194.0,0.7882409662275036
195.0,0.7878328632402096
196.0,0.7873648752650287
197.0,0.7868493852842589
198.0,0.7863910167447413
199.0,0.785865201047979
200.0,0.7853790757312968
201.0,0.7849650711948106
202.0,0.7845085032332919
203.0,0.7839893578760999
204.0,0.78356988257092
205.0,0.7831202885851726
206.0,0.7826679804610868
207.0,0.7822254858431188
208.0,0.7818353272380681
209.0,0.781437533242392
210.0,0.7809995287636913
211.0,0.780536298015995
212.0,0.7800753730803903
213.0,0.7796593890142032
214.0,0.7792131545286408
215.0,0.7787868081819291
216.0,0.7784305401756347
217.0,0.7780214237771823
218.0,0.7775669412107112
219.0,0.7770946882928697
220.0,0.7766574193923501
221.0,0.7762953788487904
222.0,0.7759105425125472
223.0,0.7755205416237251
224.0,0.7751631043664331
225.0,0.7747450814268709
226.0,0.7743294051076981
227.0,0.7739488682979232
228.0,0.7735782731604286
229.0,0.773177261999075
230.0,0.7728089105492733
231.0,0.7724252760862562
232.0,0.7720465161806226
233.0,0.7716549708706114
234.0,0.7712481118039178
235.0,0.7709068191373134
236.0,0.7705476731698616
237.0,0.7702136865248943
238.0,0.7698213583113519
239.0,0.7693731458522358
240.0,0.7689653276269276
241.0,0.7686055113803821
242.0,0.7682126052478284
243.0,0.7678474225117121
244.0,0.7674795446192888
245.0,0.7670988189253894
246.0,0.766730650086555
247.0,0.7663775720027516
248.0,0.7660472280799666
249.0,0.765645591935219
250.0,0.765231054480816
251.0,0.7649333942394012
252.0,0.7646254469651272
253.0,0.7642944821584583
254.0,0.7639506333113735
255.0,0.7636295707057323
256.0,0.7633262376208128
257.0,0.7630304340410581
258.0,0.7626554153217835
259.0,0.7623516976804726
260.0,0.7620121109882906
261.0,0.7616928253927066
262.0,0.7613095091456581
263.0,0.7609925024358493
264.0,0.7606728146397111
265.0,0.7603095027218385
266.0,0.7600074645201292
267.0,0.7596822471165398
268.0,0.7593287087361112
269.0,0.7589904171824728
270.0,0.7586596979353952
271.0,0.7583211319446866
272.0,0.7579388088741202
273.0,0.7575717272663648
274.0,0.7572584157957158
275.0,0.7569346737170574
276.0,0.7566185109990702
277.0,0.7562636254740397
278.0,0.7559471842615767
279.0,0.7556203210142977
280.0,0.7552392433704799
281.0,0.7549764968048728
282.0,0.754693014991459
283.0,0.7544506601375761
284.0,0.7540766602342596
285.0,0.7537592737842838
286.0,0.7534365608654013
287.0,0.7531550529518298
288.0,0.7528734455753927
289.0,0.7526123794163796
290.0,0.7523227768681527
291.0,0.7520667026488389
292.0,0.7518001765791352
293.0,0.7515283648507274
294.0,0.7512486473649819
295.0,0.750958448914601
296.0,0.7507018297331379
297.0,0.7504191781612994
298.0,0.7501493943706427
299.0,0.749876895887997
300.0,0.7495575684441992
301.0,0.7492407032646741
302.0,0.7489886567640699
303.0,0.748679308781261
304.0,0.7483776159744994
305.0,0.7480861795098145
306.0,0.7478258615341066
307.0,0.7475263676299355
308.0,0.7472319705200706
309.0,0.7469452683098414
310.0,0.7466297604641897
311.0,0.7463506202033579
312.0,0.7461052904194685
313.0,0.7458546400232278
314.0,0.7455725289572158
315.0,0.7453294875851824
316.0,0.7450523317783091
317.0,0.7447672228783834
318.0,0.7444636699039064
319.0,0.7441547605580433
320.0,0.7438561872194189
321.0,0.743575827889271
322.0,0.7433241894610843
323.0,0.7430671998168793
324.0,0.7427969964242196
325.0,0.7425581785740569
326.0,0.742311378576935
327.0,0.7420460910122313
328.0,0.7418411276810265
329.0,0.7415598364827408
330.0,0.7413020883333146
331.0,0.7410126528779293
332.0,0.740775730160669
333.0,0.7405150076950879
334.0,0.7402963405387404
335.0,0.7400406705726277
336.0,0.7397637980609223
337.0,0.7395395744545287
338.0,0.7393047011276906
339.0,0.7390459518751319
340.0,0.7388372691378158
341.0,0.7385783024416694
342.0,0.7383456618687742
343.0,0.738120845165477
344.0,0.7378826955735662
345.0,0.7376206069595198
346.0,0.7373875380864962
347.0,0.737146412827894
348.0,0.7369396493069279
349.0,0.7367354513969833
350.0,0.7365391293958119
351.0,0.7363108801358533
352.0,0.7360692665122684
353.0,0.7358514638922791
354.0,0.7356176308063415
355.0,0.7353863446350699
356.0,0.7351655813788557
357.0,0.7349420734169175
358.0,0.7347530745462095
359.0,0.7344681224112903
360.0,0.7342149971967841
361.0,0.7339910950880084
362.0,0.7337804393957308
363.0,0.7335803632933291
364.0,0.7333294881181532
365.0,0.7331399186434048
366.0,0.7329208803343962
367.0,0.7326750386451879
368.0,0.7324798931658877
369.0,0.7323007013709366
370.0,0.7320652392092525
371.0,0.7318564455868138
372.0,0.731660958234264
373.0,0.7314519995036884
374.0,0.7312509951949336
375.0,0.7310123703812049
376.0,0.7308219229439076
377.0,0.7305911274687964
378.0,0.7303441147506304
379.0,0.7301104252630515
380.0,0.7298470706247666
381.0,0.7296346713078152
382.0,0.7294194977604856
383.0,0.7292257615567723
384.0,0.7289969362845758
385.0,0.7288191978368668
386.0,0.7285821247647845
387.0,0.7283557272858964
388.0,0.7281346146746931
389.0,0.7279565642253938
390.0,0.7277703384478991
391.0,0.7276137102247351
392.0,0.7273948717207914
393.0,0.7271894524985518
394.0,0.7270163997091895
395.0,0.7268378679718698
396.0,0.7266646631330943
397.0,0.7264886752829827
398.0,0.7262963549574637
399.0,0.7260605629316063
400.0,0.7258409324041524
401.0,0.725648338335042
402.0,0.7254475261667981
403.0,0.725238460349297
404.0,0.7250292919479794
405.0,0.7248798131400983
406.0,0.7246921965486776
407.0,0.724526251040252
408.0,0.7243139819091495
409.0,0.7241315741511669
410.0,0.723940917165352
411.0,0.7237392736991992
412.0,0.7235402667308429
413.0,0.7233438882177178
414.0,0.72315015098305
415.0,0.7229481438213948
416.0,0.7227378471270332
417.0,0.7225356513579381
418.0,0.7223907757515956
419.0,0.7222130106757689
420.0,0.7220105345995658
421.0,0.7217997357978782
422.0,0.7216381404772698
423.0,0.7214435749282826
424.0,0.7212845482817365
425.0,0.7210596072009481
426.0,0.7208784812648686
427.0,0.7206917835069065
428.0,0.7205049925292211
429.0,0.720340112214216
430.0,0.7201449323611908
431.0,0.7200129142705868
432.0,0.7198588225310892
433.0,0.7197211832735433
434.0,0.7195531817728079
435.0,0.7194071461808209
436.0,0.7192031552360978
437.0,0.7190321626347193
438.0,0.7188390264654808
439.0,0.7186871991121757
440.0,0.7185076861123583
441.0,0.7183778285016126
442.0,0.718198166325667
443.0,0.7180322464135336
444.0,0.7178690044456455
445.0,0.7177555126215612
446.0,0.7176225805740956
447.0,0.7174591073355604
